RICE_PRODUCTION ,WHEAT_PRODUCTION ,KHARIF_SORGHUM_PRODUCTION,RABI_SORGHUM_PRODUCTION,SORGHUM_PRODUCTION,PEARL_MILLET_PRODUCTION,MAIZE_PRODUCTION,FINGER_MILLET_PRODUCTION,BARLEY_PRODUCTION,CHICKPEA_PRODUCTION,PIGEONPEA_PRODUCTION,MINOR_PULSES_PRODUCTION,GROUNDNUT_PRODUCTION,SESAMUM_PRODUCTION,RAPESEED_AND_MUSTARD_PRODUCTION,SAFFLOWER_PRODUCTION,CASTOR_PRODUCTION,LINSEED_PRODUCTION,SUNFLOWER_PRODUCTION,SOYABEAN_PRODUCTION,OILSEEDS_PRODUCTION,SUGARCANE_PRODUCTION,COTTON_PRODUCTION
377.6,2.58,60.47,14.5,74.97,1.8,148.11,152.44,0,4.29,11.22,12.14,128.59,2.59,0.09,0.59,1.49,0,17.87,0,151.61,236.18,4.33
239.9,1.41,56.06,22.76,78.82,2.39,276.73,88.97,0,3.3,8.95,15.75,126.52,2.61,0.05,1.92,2.55,0,27.64,0,161.64,226.06,2.44
206.75,1.09,30.54,35.71,66.25,1.76,188.04,105.01,0,2.64,4.31,14.83,69.06,0.24,0.07,2.09,1.27,0,28.02,0,100.78,71.91,1.23
416.39,1.31,83.33,14.14,89.18,4.34,660.87,101.44,0,2.34,12.49,15.94,168.16,6.83,0.09,1.42,2.63,0,32.8,0,212.18,13.2,6.22
483.86,1.64,99.59,15.77,115.36,4.49,548.02,107.14,0,3.94,8.48,20.3,118.8,10.85,0.16,0.58,2.49,0,44.14,0,177.4,65.47,5.96
448.38,1.43,50.01,14.56,64.56,0.93,525.85,63.96,0,3.62,8.26,18.31,41.82,5.64,0.08,2.54,1.86,0,39.86,0,92.15,45.63,3.78
287.75,0.83,87.24,13.87,101.1,2.93,722.08,114.95,0,6.14,12.04,18.65,132.28,6.27,0.04,1.16,2.09,0,39.21,0,181.44,81.51,7.26
465.22,2.1,51.89,16.59,68.48,1.18,520.9,84.49,0,4.72,7.61,12.73,46.7,3.23,0.03,2.6,0.94,0,28.37,0,82.17,28.5,4.4
491.44,1.64,55.71,15.51,71.2,1.34,660.17,93.78,0,9.84,8.71,11.22,86.31,4.61,0.03,1.07,1.65,0,21.39,0,115.26,45.31,7.31
532.01,3.41,57.23,17.69,74.91,3.1,1027.52,125.32,0,14.28,19.55,15.83,158.88,4.09,0.04,0.36,2.14,0,13.96,0,123.4,49.28,12.18
516.96,1.69,29.71,23.06,52.77,1.53,808.66,70.32,0,10.29,12.47,10.72,71.8,1.95,0.02,0.2,0.82,0,10.09,0,75.81,140.66,16.93
395.38,0.68,20.51,20.74,41.25,1.34,741.91,67.45,0,11.55,8.69,14.93,68.34,0.64,0.02,0.08,0.7,0,33.59,0,84.58,48.38,9.96
456.33,0.39,24.57,8.84,33.42,1.77,894.67,76,0,12.04,13.4,12.27,97.3,0.61,0.01,0.41,0.85,0,11.44,0,100.36,79.32,11.37
504.16,1.11,21.2,15.58,36.77,1.67,845.31,109.89,0,23.29,13.43,10.77,98.53,2.25,0.01,0.88,0.71,0,12.48,0,99.59,122.13,14.13
371.56,0.63,21.7,10.14,31.83,1.78,799.82,99.12,0,26.19,14.94,11.71,80.38,1.14,0.01,1.05,0.5,0,13.01,0,0,57.01,10.77
252.25,0.28,10.95,4.16,15.1,0.88,491.58,50.08,0,0.68,14.3,4.21,38.84,0.07,0,0,1.27,0,2.4,0.05,0,41.3,3.36
248.3,0.57,15.64,12.37,28.01,6.16,1150.42,137.29,0,27.13,18.54,8.2,119.94,0.09,0.01,0.4,0.21,0,3.4,0.09,0,41.12,4.76
36,0.1,73.4,14.5,87.9,20,0,8,0,1,1,12.99,42,0.4,0,0.01,0.6,0,0,0,48.72,64.5,3
32,0.2,73.9,17.5,91.4,14,16,24,0,1,6,0.47,50,0.5,0,0.01,0.2,0,0,0,57.44,82.5,6
29,0.2,93.1,34.9,128,9,28,7,0,1,3,5.74,70.1,0.5,0.1,0.26,0.9,0,0,0,96.01,107.8,10
27.2,1.4,109.8,28,137.8,12.3,5.3,9.8,0,0.3,5,4.37,77.6,0.3,0.1,0.09,1.2,0,0,0,79.66,89.2,7.4
71.7,0.5,134,32.4,166.4,19.9,4,14.2,0,0.4,3.7,8.55,75.4,1,0,0.23,1.2,0,0,0,82.26,81.7,12.7
74.2,6.5,114.1,15.9,130,17.2,3.9,19.4,0,0.6,4.3,4.66,54.7,1.8,0,0.55,2.3,0,0,0,59.42,73.3,11.4
57.2,9.4,124.3,12.2,136.5,23.2,4.2,6.2,0,0.2,3.8,9.68,37.4,1.6,0,0.72,1,0,0,0,40.32,60.2,11.5
61.8,17.9,132.2,23.3,155.5,42.3,7.3,5.9,0,0.9,6,6.59,60.3,1.5,0,0.6,1.4,0,0,0,63.64,63,10.7
49.9,23.7,142.5,48.2,190.7,35.4,6.6,16.4,0,1,4.1,14.35,51.4,1,0,0.6,1.3,0,0,0,55.21,104.3,15.4
57.7,24,150.4,15.5,165.9,34.7,25.1,19.7,0,2.2,5.5,19.76,44.6,2.9,0,0.3,1.4,0,0,0,50.38,81.2,7.6
48.6,12.6,15,12.9,27.9,23.9,31.7,7.8,0,2.4,1.8,3.74,18.8,0.9,0,0.5,0.2,0,0,0,20.36,81.4,9.2
52.9,15.5,103.9,37.6,141.5,38.6,58.1,18.4,0,4.7,6.5,8.4,42.8,3,0,0,1.1,0,0,0,48,86.6,7.9
68.7,9.6,124.6,28.4,153,41.1,48.4,35.5,0,3.7,3.8,16.88,50.7,2,0,0.1,1,0,0,0,56.01,65,9.4
58.1,13.8,131.4,36.2,167.6,33.3,34.5,17.8,0,4,7.2,4,55.8,1.6,0,0.3,1.1,0,0,0,45.78,56.1,12.8
97.7,6.2,120.4,9.7,130.1,20.4,61.1,36.1,0,3.1,4.2,13.23,35.6,1.9,0,0.7,0.6,0,2.7,0,44,72.1,8.2
105.9,6.5,114.1,20.6,134.7,21.7,51.6,30.7,0,4,5.7,6.36,26.6,1.4,0,0.6,0.1,0,5.3,0,60.59,88.5,10.8
71.5,3.6,87.9,22.2,110.1,22.2,48.6,27.5,0,3.8,5.2,4.55,45.6,1.2,0,1.1,0.2,0,13.7,0,73.16,60.6,9
66.8,3.9,126.9,31.9,158.8,21.9,35.2,30.3,0,4.1,9.7,7.57,62.9,1.2,0,5,0.4,0,23.5,0,107.21,101.3,12.6
85.7,1.9,81.8,29.2,111,10.7,26.3,40.6,0,2.3,6.3,2.54,54.5,2.4,0,4,0.8,0,33.4,0,127.39,69.7,43.2
62.8,1.1,71.1,46.2,117.3,10.4,16.6,12.9,0,0.8,5.1,0.77,77.8,1,0,1.8,0.5,0,17.2,0,79.8,44.2,39.1
85,1,124.3,53,177.3,13,28,21,0,2,12,10.72,45,2.4,0,5.9,1.4,0,35.9,0,90.69,59.4,8
71,2,82.3,39.5,121.8,13,54,35,0,4,10,9.22,59,2.4,0,6.6,1,0,54.4,0,125.75,57.2,22
95.6,1.7,104.6,56.6,161.2,20.2,61.9,34.2,0,2.5,15.7,5.8,87.8,5.6,0,2.5,1.8,0,27.1,0,127.87,61.9,25.4
88.6,1.6,99.8,73.6,173.4,26.4,86.4,38.7,0,1.7,9.3,7.99,68.9,1.9,0.1,4.8,0.4,0,33.2,0,98.26,36,30.4
124.12,1.54,114.03,61.44,175.46,12.94,65.67,15.03,0,2.16,5.65,5.76,66.4,3.12,0,6.61,0.75,0,55.4,0,133.19,64.66,22.37
110.15,0.97,125.73,49.42,175.14,7.15,88.59,18.12,0,1.96,9.88,7.98,76.32,3.52,0,2.67,0.81,0,72.21,0,156.29,47.69,28.06
129.32,0.92,88.65,73.59,162.24,10.63,90.81,17.51,0,2.09,7.62,6.55,69.5,1.45,0,5.88,0.78,0,47.57,0,125.94,34.57,19.29
141.17,2.43,82.06,67.08,149.14,6.86,88.44,27.23,0,2.04,6.62,12.53,78.29,1.39,0,5.83,0.81,0,44.55,0.01,131.53,43.77,17.49
144.29,1.89,62.61,51.97,114.58,5.3,119.99,26.01,0,4.04,7.75,7.02,74.5,1.27,0,4.74,0.41,0,31.27,0,112.88,60.51,16.42
158.38,1.21,96.7,48.85,145.55,14.5,158.21,36.42,0,2.44,2.71,5.98,71.63,0.86,0,5.11,1.01,0,36.02,0.03,115.66,69.79,16.08
168.7,2.07,118.8,63.2,182,14.58,193.78,33.78,0,5.54,6.2,7.19,103.33,1.4,0.01,7.16,0.97,0,44.69,0,158.21,48.02,17.86
162.3,1.89,86.92,42.21,129.14,8.07,219.41,12.71,0,3.36,3.32,4.15,60.02,1.03,0.01,1.87,0.41,0,25.55,0,89.5,48.82,10.79
224.69,2.19,69.65,47.83,119.5,25.15,99.86,5.84,0,6.07,2.23,7.55,86.8,1.09,0.01,3.24,0.43,0.04,20.4,0,112.43,65.49,14.57
256.8,1.78,71.22,64.45,135.67,14.11,144.51,4.19,0,3.41,3.4,5.3,75.91,2.96,0.01,6.22,0.47,0.07,19.97,0,0,65.51,9.5
274,3,93.69,51.28,144.97,22,164,6,0,9,4,7,68,3,0,3,1,0,20,0,96,78.3,11.73
254.12,2.27,60.62,59.89,120.51,13.5,144.39,8.1,0,17.48,2.45,5.41,57.96,1.14,0.01,2.08,0.46,0.01,21.74,0,83.74,75.01,11.8
233.18,0.84,41.43,14.82,56.25,7.03,136.53,2.81,0,12.78,2.7,2.69,37.18,2.72,0,0.59,0.3,0,21.39,0,62.39,38.46,6.62
217.89,0.71,28.9,44.36,73.26,17.84,166.43,8.12,0,9.11,1.77,2.31,38.86,0.31,0,1.21,0.15,0,30.18,0,70.91,12.18,3.71
247.53,0.77,98.27,22.03,120.3,13.39,161.15,4.82,0,4.45,4.98,5.38,31.3,2.18,0,1.98,0.18,0,36.47,0,72.32,15.92,8.29
329.39,1.34,87,42.38,129.38,17.61,233.35,5.89,0,11.2,5.63,5.19,32.64,2.94,0.02,1.58,0.23,0.01,40.1,0,77.71,33.88,5.99
348.07,0.8,42.31,19.81,62.12,8.92,185.78,1.84,0,17.8,4.36,4.84,21.94,1.54,0.01,1.63,0.15,0.04,41.56,0,67.03,29.72,4.92
416.63,1.23,63.38,43.31,106.68,15.57,273.64,2.83,0,18.83,5.4,5.3,52.69,2.22,0,1.97,0.12,0.01,43.27,0,100.5,20.31,8.25
441.87,0.1,32.48,35.23,67.7,8.85,234.78,2,0,25.56,4.85,4.29,24.09,0.58,0,0.47,0.11,0.01,36.83,0,62.3,24.96,6.18
380.92,1.05,28.3,29.19,57.49,8.81,198.14,1.25,0,25.4,3.3,3.9,23.42,0.54,0,0.41,0.08,0,25.25,0,49.86,23.88,7.99
462.98,1.77,48.83,31.54,80.37,13.16,306.3,4.78,0,41.09,4.47,5.79,52.42,0.64,0,0.3,0.12,0,29.12,0,50.8,13.6,20.91
410.63,0.65,43.53,20.73,64.26,15.17,275.71,2.49,0,31.07,3.36,5.88,48.6,0.14,0,0.04,0.23,0,12.97,0,46.19,63.64,15.8
387.78,0.4,17.85,29.82,47.68,16.95,254.47,2.12,0,45.66,1.8,1.9,42.65,0.03,0,0.17,0.32,0,21.03,0.02,51.27,48.39,31.73
418.62,0.35,55.67,25.43,81.1,17.2,234.13,3.13,0,46.22,1.61,1.79,64.83,0.24,0,0.2,0.44,0,14.71,0,83.92,48.48,34.37
408.13,0.34,40.2,27.19,67.39,16.7,261.28,2.49,0,34.34,1.32,1.93,53.36,0.46,0,0.03,0.04,0,15.81,0,59.16,34.95,44.72
341.44,0.21,28,58.22,86.22,13.36,263.33,2.08,0,48.68,1.04,3.16,46.58,0.79,0,0.06,0.01,0,9.54,0,0,80.39,26.51
337.8,0.01,34.76,9.26,44.01,20.18,250.59,2.55,0,2.64,7.04,0.94,42.74,0.31,0,0,0.08,0,9.28,0,0,51.16,24.06
388.34,0.77,28.41,58.45,86.86,44.95,376.54,15.23,0,26.59,7.69,2.96,90.14,0.17,0.01,0,0.04,0,10.31,0,0,37.24,35.81
131,12,102.8,21.3,124.1,0.4,0,7,0,4,12,23.08,93,1.3,0.4,2.68,0.3,0.6,0,0,97.97,10.8,11
187.8,20,193.7,9.8,203.5,1,0,17,0,3,9,23.55,100,0.9,0.4,2.88,0.2,2.5,0,0,104.46,10.4,12
83,52,188.7,25.3,214,1,0,6,0,5,13,20.47,79,0.3,0.1,3.33,0.4,0.8,0,0,83.73,14.4,15
158.6,31.1,190,42.8,232.8,0.7,0,7.8,0,3.5,10.3,20.87,80.2,0.6,0.1,3.19,0.3,1,0,0,85.6,15.4,18.4
127.1,33.8,277.4,30.7,308.1,0.3,0.7,10.1,0,5.4,9.1,19.34,104.7,1,0.1,3.19,0.3,0.9,0,0,110.4,14.2,16.3
74.6,41.1,214.7,25.8,240.5,0.5,0,12.5,0,5,13.9,31.92,112.3,1,0.1,3.34,0.5,0.7,0,0,118.05,18.3,18
62.2,27.6,193.6,11.3,204.9,0.5,1.6,9.6,0,2.4,7,27.36,68.3,0.7,0,2.3,0.3,0.1,0,0,72.78,15.9,20.3
65.9,40.8,199.9,25.1,225,1.2,2.6,8.9,0,6.5,16.5,38.26,106.2,1.3,0,3.2,0.3,1,0,0,111.85,18.1,23.4
93.4,54.6,325.9,29.2,355.1,1.6,3.1,10.2,0,5.1,12.7,37.59,101.4,1.4,0,3.1,0.3,0.8,0,0,107.58,24.2,22.5
107.4,57,300.8,24.6,325.4,1.9,6.5,13.8,0,6.3,14.2,34.21,85.9,2.4,0,3,0.3,0.8,0,0,92.97,21.4,20.3
63.5,32.1,220.2,9.4,229.6,0.6,5.6,7.1,0,4.2,7.1,22.13,32.2,1.6,0,2.6,0.2,0.7,0,0,37.37,18.7,16.1
75.5,65.2,362.7,27.3,390,2,5,7.4,0,3.6,11.2,33.73,69.8,3.4,0,2.6,0.4,0.6,0,0,81.08,20.2,12.5
80.8,66.1,330.1,23.5,353.6,0.7,7.9,11.7,0,5.6,8.3,33.65,64.4,2,0,2.8,0.2,1,0,0,72.82,18.8,18.3
75.1,76.7,194.3,50.5,244.8,0.9,6.8,12.7,0,6.1,9.7,21.97,70.9,1.6,0,2.9,0.2,0.7,0,0,84.6,16.2,24.8
186.8,41,227.4,90.4,317.8,0.4,16.8,14.6,0,4.8,5.9,27.85,45.3,1.9,0,11.8,0.9,1.7,2.5,0,76.35,20.9,15.8
171.8,50.1,198.2,72,270.2,0.4,23.3,14.4,0,6.1,5.7,32.19,33.8,1.4,0,5.8,0.5,1.5,1.6,0,73.81,17.7,20.9
121.8,63.2,215.1,72.1,287.2,0.5,22.6,18.4,0,5.7,13,27.8,58,1.2,0,5.4,0.3,0.3,1.6,0,87.3,18,17.5
98,56.3,208.6,62.6,271.2,0.2,32.3,27.8,0,6.2,9.7,36.24,79.9,1.2,0,6.6,0.4,1,4,0,144.8,12.9,24.3
149,44.9,190.3,53,243.3,0.4,34.3,21.8,0,11.5,11.9,31.87,128.3,1.3,0.1,21.2,0.1,0.8,10.3,0,151.88,11,27.4
38.8,14.6,113.4,30.9,144.3,0.4,23.3,7.4,0,2.9,1.7,13.33,169.7,0.9,0,3.6,0.3,0.3,2.7,0,73.54,10,11.9
56,38,188.7,70.1,258.8,0.4,34,15,0,19,15,24.53,114,3.3,0.1,12.7,0.4,0.5,23.1,0,135.73,12.9,24
41,34,132.9,89.2,222.1,1,30,9,0,21,7,23.32,96,3.6,0,18.1,0.6,0.6,31.7,0.4,146.63,39.5,28
93.2,34.1,151,65.3,216.3,1.7,37.8,11.2,0,8.8,8.7,31.9,123.9,9.4,0,11.2,0.6,0.3,10.2,1.1,121.6,41.9,42.1
43.8,27.8,137.8,70.7,208.5,0.7,48.3,9.3,0,12.7,5.8,27.7,83.3,3.8,0,20.1,0.3,0.3,11.9,0.1,120.37,18.6,32.3
64.99,27.66,107.11,29.71,136.82,0.64,73.83,7.8,0,9.15,3.01,48.97,66.89,6.37,0.09,5.64,0.33,0.09,11.53,0.08,91.45,41.85,22.47
120.54,44.28,168.1,84.46,252.56,0.83,100.96,9.2,0,19.25,11.96,50.72,123.5,5.28,0.03,16.94,0.72,0.31,39.72,0.44,187.65,42.31,44.2
134.15,51.32,122.27,90.63,212.91,0.91,118.1,10.46,0,14.26,8.06,43.5,127.7,3.62,0.03,22.14,0.44,0.27,27.08,1.08,182.97,36.78,43.53
90.95,57.48,133.86,143.31,277.17,1.69,119.98,7.89,0,19.86,5.8,20.26,123.31,2.68,0.03,21.16,0.29,0.76,28.97,1.62,179.42,57.45,40.61
168.53,50.38,108.13,90.65,198.77,1,150.41,8.15,0,25.97,8.49,16.4,117.53,3.01,0.04,14.83,0.48,0.44,30.42,0.8,168.28,90.01,32.76
109.98,41.18,109.21,101.68,210.89,0.66,176.6,4.12,0,13.98,5.15,14.78,141,0.75,0.03,12.25,0.2,0.32,21.91,1.31,178.3,54.62,44.29
94.19,55.65,135.46,129.69,265.15,0.82,168.34,8.35,0,31.35,8.78,21.27,142.92,1.03,0.03,12.69,0.34,0.78,24,1.96,184.38,41.67,44.35
109.62,34.26,81.07,85.62,166.69,0.56,285.54,3.89,0,23.97,4.85,18.36,88.86,0.86,0.05,14.27,0.14,0.37,23.5,2.79,131.49,44.24,23.59
121.63,57.24,98.74,94.35,193.29,1.19,305.67,4.26,0,29.74,3.33,24.19,144.7,1.44,0.01,11.65,0.2,0.62,23.31,6.8,189.37,83.78,54.69
138,48,84.08,83.09,167.17,0.79,264.69,2.78,0,23.01,6.29,33.9,79.21,1.75,0.02,14.13,0.21,0.63,18.27,4.64,0,104.12,29.7
176,47,95.94,82.81,178.76,1,504,5,0,37,7,63,124,2,0,10,0,0,24,3.08,164,107.3,56.95
42.49,26.39,46.2,54.9,101.09,1.25,207.64,1.89,0,15.43,3.46,20.42,40.96,0.92,0.08,7.07,0.28,0.33,21.03,3.87,75.17,70.74,30.45
38.9,18.28,46.08,44.31,90.4,0.97,264.12,0.99,0,20.22,1.75,12.68,50.22,1.41,0.02,5.95,0.14,0.42,19.14,3.84,81.63,39.53,18.63
40.88,23.61,20.97,27.85,48.82,0.72,152.7,0.89,0,7,0.95,6.54,24.33,0.82,0.02,4.49,0.13,0.09,27.11,11.97,69.22,20.24,11.84
79.03,46.42,62.03,112.99,175.03,1.29,445.94,1.91,0,42.65,4.36,35.38,73.66,2.55,0.01,14.61,0.21,0.37,51.47,17.07,160.39,14.71,35.01
122.68,56.48,65.59,96.99,162.58,2.26,601.14,2.21,0,37.99,6.24,47.53,61.28,2.69,0.09,13.5,0.39,0.5,67.6,9.23,155.8,21.39,36.19
117.95,44.65,39.4,66.46,105.86,0.92,585.45,1.47,0,43.11,5.05,32.39,53.2,1.25,0.08,14.97,0.15,0.3,35.81,16.85,123.07,18.93,39.62
154.93,58.66,57.39,115.84,173.23,3.23,574.57,1.15,0,47.83,5.47,39.51,73.18,0.99,0.09,15.13,0.24,0.51,43.4,17.61,151.83,40.49,54.53
102.5,39.58,34.68,116.5,151.17,0.94,490.84,1.3,0,54.98,4.75,12.85,52.21,0.71,0.09,17.04,0.09,0.56,42.58,26.22,140.01,30.31,64.12
95.47,47.59,22,84.23,106.23,0.91,471.76,0.44,0,56.55,4.24,31.63,75.47,0.76,0.08,12.13,0.05,0.38,25.97,22.94,138.44,14.4,60.45
133.81,68.17,33.07,103.92,136.97,2.4,801.09,0.53,0,76.59,5.35,31.19,130.69,0.79,0.05,7.74,0.07,0.29,34.55,34.92,194.87,49.68,99.81
137.78,52.29,29.27,71.52,100.79,1.66,747.02,0.74,0,45.14,4.08,19.86,100.22,0.52,0.01,9.37,0.02,0.17,21.11,24.38,142.64,176.15,86.41
74.7,41.97,13.25,91.52,104.77,2.39,501.64,0.19,0,62.18,1.95,6.02,44.94,0.1,0.01,8.68,0,0.09,32.98,18.48,91.89,80.07,45.18
155.57,56.47,19.84,94.28,114.12,2.18,818.61,0.17,0,88.59,3.83,20.44,101.53,0.35,0.03,8.05,0.04,0.14,32.23,34.15,166.29,121.47,88.13
157.35,54.25,11.44,127.21,138.66,1.43,661.05,0.2,0,96.18,3.33,20.92,80.92,0.54,0.01,6.35,0.01,0.08,27.5,37,142.31,193.26,119.33
67.57,26.88,4.48,67.24,71.72,0.41,507.96,0.18,0,52.13,1.39,26.8,53.76,0.1,0.01,4.58,0.01,0.01,15.99,29.16,0,191.21,59.13
56.76,15.68,5.4,40.58,45.98,0.87,641.38,0.13,0,26.01,4.63,30.4,59.65,0.21,0.01,1.1,0.01,0,8.21,59.31,0,137.14,46.8
74.86,35.42,6.7,115.79,122.49,2.88,989.38,0.24,0,117.33,3.76,13.05,77.18,0.25,0.01,6.66,0.02,0.04,21.84,30.46,0,186.79,67.14
65,5,135,65.7,200.7,21,11,9,0,5,15,10.76,107,0.2,0,1.03,0,0.1,0,0,108.68,166.8,5
58,17,88.4,27,115.4,16,9,18,0,9.5,4,15.88,65,0.2,0,3.05,0.1,0.3,0,0,69.04,212.2,3
64,22,106.3,53.7,160,23,29,7,0,7,14,12.83,74,0.1,0.2,1.83,0.1,0.8,0,0,76.5,216,2
101.6,37.2,107.6,44.6,152.2,18.5,55.5,8.5,0,4.8,9.5,17.67,80,0.1,0.3,4.3,0.1,1,0,0,85.29,221.1,3.9
66.6,14.8,136.3,64,200.3,16.7,73.2,10.8,0,5.9,10.2,15.67,77.2,0.2,0.3,4.3,0.1,0.5,0,0,82.68,205.4,7.3
69.7,39.2,121.5,93.4,214.9,22.8,89.5,14,0,4,15.1,22.19,89.9,0.2,0,5.41,0.1,0.5,0,0,96.65,258.3,5.3
58,22.6,89.3,10.9,100.2,11.7,86.1,10.9,0,2.1,6.2,18.16,43.1,0.1,0,1.67,0.1,0.2,0,0,40.08,189,4.9
68.2,49.1,184.9,48.2,233.1,20.8,84.8,10,0,6,14.2,25.62,76,0.1,0,2.8,0.1,2.4,0,0,80.04,191.4,6
69.6,55.7,180.1,20.5,200.6,26.3,99.7,10.1,0,5.1,11.7,28.77,85.6,0.2,0,3.8,0.1,0.9,0,0,92.73,214.8,6.5
64.5,48.5,176.3,32.2,208.5,17,116.5,12.4,0,7.4,13.7,28.14,89.3,0.3,0,3.3,0.1,1.6,0,0,93.85,260,4.4
68.9,22.2,89.2,22,111.2,12.2,108.7,7.2,0,4.7,7.1,23.92,56.8,0.2,0,2.8,0,0.7,0,0,60.43,263.6,5.3
75.2,29.9,140,41,181,18.9,124.1,9.6,0,4.2,10.7,33.71,62.4,0.4,0,3.7,0.1,0.7,0,0,69.06,286.2,2.4
54.3,40.6,129.8,39.6,169.4,19,123,12.3,0,7.1,7.2,34.6,82.3,0.2,0,2.8,0.1,1.2,0,0,89.09,306.1,5.8
75.9,46.3,105.7,47.6,153.3,20.6,131.7,9.5,0,7.8,8.7,24.22,90.5,0.1,0,2.9,0.1,1.1,0,0,96.46,264.3,7.9
87.8,30.3,92.8,28.9,121.7,12.7,109.3,9.6,0,6,3.3,23.21,57.9,0.2,0,3.9,0.1,0.2,0.5,0,75.08,339.5,5
86.8,42.5,108.4,46.4,154.8,19.3,134,9.5,0,7.7,8,26.62,43.2,0.1,0,4,0.1,0.5,1.3,0,84.22,308.7,6.7
87.8,48.4,96.7,40.8,137.5,16.4,133.1,9.6,0,7.2,7.3,22.69,74.1,0.1,0,9.9,0.1,0.5,0.5,0,70.03,409.3,5.6
65.5,37.4,148.1,67.2,215.3,18.8,140.6,14.2,0,7.9,9.3,24.73,102.1,0.1,0,4.3,0.1,0.7,0.4,0,85.56,344.3,7.8
99,55.6,197.7,109.4,307.1,16.1,153,11.1,0,11.1,3,42,97.5,0.1,0.1,9.5,0.2,0.5,4.2,0,129.65,422.7,13.4
71.2,18.6,157.3,37.2,194.5,10.5,154.5,8.6,0,5.9,2.3,16.3,102.5,0.2,0.1,1.5,0.2,0.2,2.5,0,76.77,357.8,5.9
84,33,153.8,45.5,199.3,15,143,5,0,10,4,12.59,85,0.4,0,8.2,0.2,0.7,4.4,0,77.8,417.2,23
71,28,133.4,75,208.4,12,184,3,0,13,5,18.69,72,0.4,0,16,0.4,0.9,8.8,4.7,101.16,537.6,16
118,50.6,146.6,75.7,222.3,14,205.5,3.5,0,8,4.9,17.04,99.1,0.8,0,8.7,0.4,0.6,8.5,15.5,124.63,641.7,27.5
97.5,23.8,129.8,59.3,189.1,8.9,183.8,3.1,0,5.5,4.5,19.93,65.8,0.5,0,8.9,0.1,1.3,6.6,5.9,82.14,608.4,28
76.34,30.91,109.45,53.43,162.87,10.44,173.52,2.5,0,6.96,2.81,15.11,83.83,0.51,0.11,2.4,0.3,0.38,5.66,9.03,102.47,572.99,19.81
106.8,38.79,120.59,77.52,198.1,16.78,205.57,1.7,0,13,5.08,24.45,97.62,0.35,0.09,6.56,0.42,0.93,11.48,21.39,139.05,853.65,30.48
111.05,37.47,122.94,67.74,190.67,9.17,222.5,2.83,0,5.78,4.66,15.79,62.8,0.44,0.12,4.25,0.37,0.62,8.49,21.55,98.84,800.37,23.14
130.13,49.55,129.08,101.58,230.66,16.46,239.86,1.18,0,9.9,4.12,18.61,90.33,0.23,0.11,7.94,0.24,1.23,10.17,27.52,137.93,844.11,18.08
99.83,47.57,108.49,79.38,187.87,13.05,234.27,2.71,0,11.83,3.07,18.2,80.53,0.82,0.08,4.69,0.35,0.77,14.26,16.87,118.6,929.8,17.75
72.73,39.38,68.47,106.23,174.69,7.96,235.87,0.95,0,10.36,2.18,11.43,70.21,0.59,0.08,4.8,0.37,0.6,12.66,17.07,106.57,764.61,19.37
100.53,48.85,103.57,89.85,193.41,12.05,272.77,2.8,0,16.41,3.11,12.06,85.83,0.43,0.1,4.26,0.47,1.08,14.55,32.99,139.92,892.43,19.2
91.79,41.22,64.26,64.83,129.09,5.67,238.14,2.53,0,8.65,1.82,15.45,63.74,0.26,0.1,2.52,0.43,0.88,10.78,40.2,119.27,1117.79,17.99
114.15,61.35,92.47,119.91,213.1,8.9,306.39,2.33,0,17.87,3.65,14.3,73.6,0.36,0.09,2.93,0.28,0.97,10.86,58.87,148.11,1237.1,16.82
119.69,65.49,84.93,115.5,200.43,14.08,309.04,1.51,0,21.03,4.49,14.32,74.73,0.54,0.05,3.12,0.29,0.68,9.52,50.09,0,1308.17,14.74
105,73,64.48,98,162.48,18,286,3,0,18,4,16,84,1,0,4,1,1,8,56.89,156,1792.4,16.15
56.55,49.75,40.78,78.47,119.26,3.17,207.85,1.91,0,11.15,0.78,7.98,44.96,0.29,0.07,2.69,0.26,0.57,6.18,35.85,90.98,1096.98,8.61
38.28,38.11,57.64,67.84,125.47,2.82,188.75,1.13,0,13.16,1.25,6.19,42.44,0.34,0.06,3.49,0.14,0.44,9.39,42.83,99.37,1089.22,5.32
49.28,32.01,29.67,24.77,54.44,1.06,158.68,1.59,0,9.21,0.28,1.67,38.04,0.15,0.03,2.7,0.11,0.37,14.5,27.12,83.14,489.88,2.33
115.57,59.11,82.1,113.47,195.58,20.51,384.21,2.27,0,20.35,1.73,11.69,47.48,0.32,0.04,5.47,0.18,0.32,33.13,59.45,146.56,413.41,10.61
145.98,65.63,57.81,106.15,163.95,10.73,486.3,0.76,0,24.64,1.73,12.81,37.13,0.66,0.03,6.99,0.13,0.44,19.29,38.28,103.2,821.4,7.11
99.25,89.93,50.99,102.99,153.98,9.57,427.89,0.94,0,23.1,1.67,10.54,36.49,0.33,0.05,4.67,0.22,0.63,24.87,58.98,126.44,826.58,8.64
100.52,78.13,76.19,97.92,174.11,17.34,498.31,0.5,0,25.18,2.35,13.45,46.79,0.24,0.07,4.31,0.13,0.51,27.63,55.39,135.25,928.18,8.75
93.41,39.23,48.71,125.47,174.18,5.75,426.87,0.33,0,25.89,1.72,7.28,30.21,0.11,0.21,5.18,0.12,0.52,28.16,47.15,111.78,965.4,6.56
